,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping,dropout,momentum,weight_decay
0,2.333726450800896,2.4929401108196805,1.471802935092407,0.00505,64,"[200, 50]",30,sigmoid,sgd,True,0.3,0.9,0.001
1,2.307215537343706,2.5093593512262617,1.5273742434524356,0.00505,128,[100],30,relu,sgd,False,0.4,0.5,0.0001
2,2.3166603595018387,2.5144905064787184,1.7710360464965098,0.00505,64,"[200, 50]",30,relu,sgd,False,0.4,0.1,0.01
3,2.372362854225295,2.5710160859993527,1.356873026260963,0.00505,64,[300],30,tanh,sgd,True,0.2,0.9,0.001
4,2.3425885758229663,2.492959384407316,1.4132682275489945,0.00505,64,"[300, 100]",30,sigmoid,sgd,True,0.3,0.9,0.0001
5,2.336167722940445,2.506749876907893,1.479305146713934,0.00505,64,[300],30,relu,sgd,False,0.4,0.1,0.01
6,2.3422152187143053,2.511539305959429,1.4192085576480662,0.00505,64,[100],30,tanh,sgd,True,0.4,0.5,0.0001
7,2.296140213097845,2.455655485391617,1.9297959719889264,0.00505,64,"[200, 50]",30,relu,sgd,False,0.3,0.9,0.01
8,2.341407741819109,2.50474180494036,1.599263968921843,0.00505,128,[100],30,sigmoid,sgd,False,0.3,0.9,0.01
9,2.3304284272995672,2.5755796812276923,1.498088027875332,0.00505,32,"[200, 50]",30,sigmoid,sgd,False,0.2,0.9,0.0001
10,2.407324595110757,2.5582720381873,1.517109141463325,0.00505,128,[300],30,relu,sgd,True,0.4,0.5,0.001
11,2.344017335346767,2.539607950619289,1.4512775398436046,0.00505,128,[300],30,tanh,sgd,False,0.4,0.5,0.001
12,2.373745496783937,2.4632043625627245,1.943235441777833,0.00505,64,[250],30,sigmoid,sgd,False,0.4,0.9,0.01
13,2.372706983770643,2.559481835791043,1.4013244396836095,0.00505,64,[300],30,tanh,sgd,True,0.3,0.9,0.001
14,2.346524570669447,2.6214803201811656,1.3709328813212258,0.00505,128,[300],30,sigmoid,sgd,True,0.4,0.9,0.001
15,2.338588429348809,2.5257068957601274,1.3547100333067088,0.00505,64,[100],30,tanh,sgd,True,0.2,0.9,0.0001
16,2.392772214753287,2.5151659505707875,1.3816216658978235,0.00505,128,[300],30,relu,sgd,True,0.2,0.5,0.01
17,2.4564633113997325,2.590428480080196,1.9065941671530409,0.00505,128,"[300, 100]",30,relu,sgd,False,0.4,0.1,0.0001
18,2.455198347568512,2.5171287059783936,1.5054885078044165,0.00505,128,[300],30,relu,sgd,True,0.3,0.1,0.001
19,2.334932906287057,2.542436280420848,1.5319963848802465,0.00505,64,[100],30,tanh,sgd,False,0.4,0.1,0.0001
20,2.353557997516224,2.436761992318289,1.5552853113095435,0.00505,64,"[200, 50]",30,relu,sgd,False,0.2,0.1,0.01
21,2.319695212144768,2.4650332716713965,1.5306550197545057,0.00505,32,"[200, 50]",30,sigmoid,sgd,False,0.2,0.5,0.001
22,2.3228696414402554,2.5416273985590254,1.4252249924909501,0.005050000000000001,128,[300],30,sigmoid,sgd,True,0.3,0.5,0.0001
