,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,4.9503643329326925,3.086501644207881,2.886540012539557,1.1421052631578948e-05,256,[1000],10,relu,sgd,False
1,10.708627223968506,10.478141747988188,10.59232303331483,1.1421052631578948e-05,256,[1000],10,tanh,sgd,False
2,2.9434689099972067,2.766866188782912,2.792742229857535,1.1421052631578948e-05,256,[1000],10,sigmoid,sgd,False
3,6.8339532522054816,4.006225796846243,3.570288176806468,1.1421052631578948e-05,256,[600],10,relu,sgd,False
4,10.621227484482985,10.406317417438212,10.608823272417176,1.1421052631578948e-05,256,[600],10,tanh,sgd,False
5,3.3947426814299364,2.810559025177589,2.8281037942418514,1.1421052631578948e-05,256,[600],10,sigmoid,sgd,False
6,7.599844327339759,7.012479928823618,5.845349572739512,1.1421052631578948e-05,256,"[1000, 500]",10,relu,sgd,True
7,10.7563387797429,10.604719198667086,10.72154827837674,1.1421052631578948e-05,256,"[1000, 500]",10,tanh,sgd,False
8,4.0223803795301,2.8541356325149536,2.890168608359571,1.1421052631578948e-05,256,"[1000, 500]",10,sigmoid,sgd,False
9,9.005543305323673,7.498792684995211,6.341904694179319,1.1421052631578948e-05,256,"[600, 300]",10,relu,sgd,True
10,10.811547205998348,10.699914675492506,10.790027672389767,1.1421052631578948e-05,256,"[600, 300]",10,tanh,sgd,False
11,6.851862357212947,3.519128304261428,3.631580843115753,1.1421052631578948e-05,256,"[600, 300]",10,sigmoid,sgd,False
12,9.506496796241173,8.172051246349628,6.91664428530999,1.1421052631578948e-05,256,"[1000, 500, 250]",10,relu,sgd,True
13,10.81833421266996,10.717264945690449,10.811958510920686,1.1421052631578948e-05,256,"[1000, 500, 250]",10,tanh,sgd,False
14,7.006545818769014,3.881313819151658,4.001478046741125,1.1421052631578948e-05,256,"[1000, 500, 250]",10,sigmoid,sgd,False
15,10.1763507769658,9.222889460050142,8.163732537683451,1.1421052631578948e-05,256,"[600, 300, 150]",10,relu,sgd,False
16,10.900850222660946,10.816398217127873,10.834768781122172,1.1421052631578948e-05,256,"[600, 300, 150]",10,tanh,sgd,False
17,8.625203352708082,6.299482052142803,6.447062015533447,1.1421052631578948e-05,256,"[600, 300, 150]",10,sigmoid,sgd,False
18,10.429836639991173,9.880724063286417,9.232692430604178,1.1421052631578948e-05,256,"[1000, 500, 250, 100]",10,relu,sgd,False
19,10.76634120941162,10.664807943197395,10.71659260875774,1.1421052631578948e-05,256,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,9.299264174241284,7.738706166927631,7.820304717657701,1.1421052631578948e-05,256,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,10.428978809943564,10.108901280623217,9.65317132338038,1.1421052631578948e-05,256,"[600, 300, 150, 50]",10,relu,sgd,False
22,10.61526214159452,10.53741242335393,10.63829607333777,1.1421052631578948e-05,256,"[600, 300, 150, 50]",10,tanh,sgd,False
23,9.640830700214092,8.833486043489897,8.866411712934386,1.1421052631578948e-05,256,"[600, 300, 150, 50]",10,sigmoid,sgd,False
24,10.744354321406435,10.416465722597565,10.245838723092708,1.1421052631578948e-05,256,"[1000, 500, 250, 100, 50]",10,relu,sgd,False
25,10.804023852715126,10.732421764960655,10.72608506904458,1.1421052631578948e-05,256,"[1000, 500, 250, 100, 50]",10,tanh,sgd,False
26,9.699828147888184,8.905863798581636,8.954721630744213,1.1421052631578948e-05,256,"[1000, 500, 250, 100, 50]",10,sigmoid,sgd,False
27,10.606730607839731,10.476940851945145,10.182067205321117,1.1421052631578948e-05,256,"[600, 300, 150, 50, 20]",10,relu,sgd,False
28,10.799148963047909,10.745646953582764,10.74172016359725,1.1421052631578948e-05,256,"[600, 300, 150, 50, 20]",10,tanh,sgd,False
29,10.062684205862192,9.71402226961576,9.720223210892588,1.1421052631578948e-05,256,"[600, 300, 150, 50, 20]",10,sigmoid,sgd,False
30,10.48019134081327,10.31215788767888,10.024309482214584,1.1421052631578948e-05,256,"[1000, 500, 250, 150, 50, 20]",10,relu,sgd,False
31,10.916492718916674,10.830599381373478,10.874492573288252,1.1421052631578948e-05,256,"[1000, 500, 250, 150, 50, 20]",10,tanh,sgd,False
32,10.943104927356426,10.598385627453144,10.60637990483698,1.1421052631578948e-05,256,"[1000, 500, 250, 150, 50, 20]",10,sigmoid,sgd,False
33,11.038910425626314,10.893779387840858,10.80026311694451,1.1421052631578948e-05,256,"[600, 300, 150, 100, 50, 20]",10,relu,sgd,False
34,10.998099657205437,10.907879462608925,10.957287122618478,1.1421052631578948e-05,256,"[600, 300, 150, 100, 50, 20]",10,tanh,sgd,False
35,10.928809386033278,10.589694536649263,10.595494432269405,1.1421052631578948e-05,256,"[600, 300, 150, 100, 50, 20]",10,sigmoid,sgd,False
36,10.820165524115929,10.691996244283825,10.59418322005362,1.1421052631578948e-05,256,"[1000, 500, 250, 150, 100, 50, 20]",10,relu,sgd,False
37,10.740593176621656,10.68424367904663,10.68228548877644,1.1421052631578948e-05,256,"[1000, 500, 250, 150, 100, 50, 20]",10,tanh,sgd,False
