,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,2.844055120761578,2.74081431902372,2.4747713804244995,9.478947368421053e-05,512,[1000],10,relu,sgd,False
1,10.130740532508264,8.648462955768291,9.087051758399376,9.478947368421053e-05,512,[1000],10,tanh,sgd,False
2,2.691401665027325,2.526257349894597,2.527081792171185,9.478947368421053e-05,512,[1000],10,sigmoid,sgd,False
3,2.864245359714215,2.8963384811694803,2.4851309152749868,9.478947368421053e-05,512,[600],10,relu,sgd,False
4,10.310505793644833,9.150099534254808,9.512864626370945,9.478947368421053e-05,512,[600],10,tanh,sgd,False
5,2.6917771009298472,2.524310955634484,2.531800040831933,9.478947368421053e-05,512,[600],10,sigmoid,sgd,False
6,4.177709946265588,3.8737616539001465,3.0214590292710524,9.478947368421053e-05,512,"[1000, 500]",10,relu,sgd,True
7,10.389780264634352,9.74718269935021,10.113855251899132,9.478947368421053e-05,512,"[1000, 500]",10,tanh,sgd,False
8,2.668786103908832,2.51411667236915,2.5421467285889845,9.478947368421053e-05,512,"[1000, 500]",10,sigmoid,sgd,False
9,4.588327884674072,4.297045634343074,3.3903194299111,9.478947368421053e-05,512,"[600, 300]",10,relu,sgd,True
10,10.430913338294395,9.95833132817195,10.224247272198015,9.478947368421053e-05,512,"[600, 300]",10,tanh,sgd,False
11,2.711499030773456,2.5239398112663856,2.576300263404846,9.478947368421053e-05,512,"[600, 300]",10,sigmoid,sgd,False
12,6.0938316858731785,5.691334320948674,4.171616664299598,9.478947368421053e-05,512,"[1000, 500, 250]",10,relu,sgd,True
13,10.557665091294508,10.102034128629244,10.35499778160682,9.478947368421053e-05,512,"[1000, 500, 250]",10,tanh,sgd,False
14,2.820815233083872,2.564068390772893,2.658406688616826,9.478947368421053e-05,512,"[1000, 500, 250]",10,sigmoid,sgd,False
15,6.984475539280818,6.694772316859319,5.273787333415105,9.478947368421053e-05,512,"[600, 300, 150]",10,relu,sgd,True
16,10.521066078772911,10.16693768134484,10.289891353020302,9.478947368421053e-05,512,"[600, 300, 150]",10,tanh,sgd,False
17,3.393308492807241,2.622098390872662,2.7304861820661106,9.478947368421053e-05,512,"[600, 300, 150]",10,sigmoid,sgd,False
18,8.548784696138823,8.329325602604793,6.898530629964975,9.478947368421053e-05,512,"[1000, 500, 250, 100]",10,relu,sgd,True
19,10.549024288470928,10.186546765840973,10.390564991877628,9.478947368421053e-05,512,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,4.764282850118784,2.8370067523075986,2.9816546531823964,9.478947368421053e-05,512,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,9.652779505803036,8.28509470132681,7.21871907894428,9.478947368421053e-05,512,"[600, 300, 150, 50]",10,relu,sgd,True
22,10.664641527029184,10.284554114708534,10.462502516233004,9.478947368421053e-05,512,"[600, 300, 150, 50]",10,tanh,sgd,False
23,7.893412406627949,4.75670653123122,4.946903173740093,9.478947368421053e-05,512,"[600, 300, 150, 50]",10,sigmoid,sgd,False
24,9.75466302724985,8.398257622352013,7.294661540251512,9.478947368421053e-05,512,"[1000, 500, 250, 100, 50]",10,relu,sgd,True
