,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,4.690729213210772,3.038156819793413,2.786897801003366,6.210526315789474e-06,128,[1000],10,relu,sgd,False
1,10.637262974145278,10.381227529273843,10.542651185449564,6.210526315789474e-06,128,[1000],10,tanh,sgd,False
2,2.8738218613390654,2.716197171301212,2.7363707771841086,6.210526315789474e-06,128,[1000],10,sigmoid,sgd,False
3,6.433137506808874,3.713459590695939,3.29182564312557,6.210526315789474e-06,128,[600],10,relu,sgd,False
4,10.732501083949828,10.495794296264648,10.608440714062384,6.210526315789474e-06,128,[600],10,tanh,sgd,False
5,3.230680924541545,2.73207192600898,2.7541754875542983,6.210526315789474e-06,128,[600],10,sigmoid,sgd,False
6,7.334488014005265,6.999810893580599,5.8061291271785525,6.210526315789474e-06,128,"[1000, 500]",10,relu,sgd,True
7,10.626849804284438,10.481026523518112,10.674398953059937,6.210526315789474e-06,128,"[1000, 500]",10,tanh,sgd,False
8,3.666938691769006,2.79826081024026,2.8480383495114885,6.210526315789474e-06,128,"[1000, 500]",10,sigmoid,sgd,False
9,8.783309126799962,7.041067159400796,5.918173065725362,6.210526315789474e-06,128,"[600, 300]",10,relu,sgd,True
10,10.757538579544931,10.608868203073175,10.72213186407989,6.210526315789474e-06,128,"[600, 300]",10,tanh,sgd,False
11,5.889893828697924,3.198284666493254,3.282404197836822,6.210526315789474e-06,128,"[600, 300]",10,sigmoid,sgd,False
12,9.167196309791422,8.18529958545037,6.83681196536658,6.210526315789474e-06,128,"[1000, 500, 250]",10,relu,sgd,True
13,10.818318834844623,10.7176384835873,10.749826017415748,6.210526315789474e-06,128,"[1000, 500, 250]",10,tanh,sgd,False
14,6.382403436696754,3.5089330448294587,3.604916230687555,6.210526315789474e-06,128,"[1000, 500, 250]",10,sigmoid,sgd,False
15,10.003460596192555,8.968213369261544,7.998495263873406,6.210526315789474e-06,128,"[600, 300, 150]",10,relu,sgd,False
16,10.828795109155044,10.701215474110729,10.811655503398969,6.210526315789474e-06,128,"[600, 300, 150]",10,tanh,sgd,False
17,8.47736601559621,5.944698774589683,6.086892937714199,6.210526315789474e-06,128,"[600, 300, 150]",10,sigmoid,sgd,False
18,10.415597267870632,9.7812908100632,8.866122173813155,6.210526315789474e-06,128,"[1000, 500, 250, 100]",10,relu,sgd,False
19,10.692947585627715,10.601414320603856,10.676852523155931,6.210526315789474e-06,128,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,8.67290271902984,6.974837429118606,7.061680784765279,6.210526315789474e-06,128,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,10.420361644816849,10.002579131216374,9.873894934384328,6.210526315789474e-06,128,"[600, 300, 150, 50]",10,relu,sgd,False
22,10.782283387094171,10.715783946918991,10.69220213620168,6.210526315789474e-06,128,"[600, 300, 150, 50]",10,tanh,sgd,False
23,10.656750427102144,9.785653564165225,9.830445325599529,6.210526315789474e-06,128,"[600, 300, 150, 50]",10,sigmoid,sgd,False
