,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,2.7730940647845,3.308796954604815,2.426043625168957,2.705263157894737e-05,64,[1000],10,relu,sgd,False
1,9.139851651101742,7.105315581807551,7.675162904139416,2.705263157894737e-05,64,[1000],10,tanh,sgd,False
2,2.545881970873419,2.489129102454996,2.454863410040806,2.705263157894737e-05,64,[1000],10,sigmoid,sgd,False
3,2.765467378328432,3.79404538532473,2.449307706434402,2.705263157894737e-05,64,[600],10,relu,sgd,True
4,9.177960809671657,6.579466257455214,7.708404232078875,2.705263157894737e-05,64,[600],10,tanh,sgd,False
5,2.546768255953519,2.479880084406654,2.461221260643901,2.705263157894737e-05,64,[600],10,sigmoid,sgd,False
6,2.7877090382126144,2.4988085661294326,2.4380727519451733,2.705263157894737e-05,64,"[1000, 500]",10,relu,sgd,False
7,9.662375432140422,7.980447485761823,8.768950392942473,2.705263157894737e-05,64,"[1000, 500]",10,tanh,sgd,False
8,2.5319348371253825,2.4854964377745143,2.464491822350193,2.705263157894737e-05,64,"[1000, 500]",10,sigmoid,sgd,False
9,2.8935446604242863,2.595556747238591,2.475356947088465,2.705263157894737e-05,64,"[600, 300]",10,relu,sgd,False
10,9.763120255380306,8.25108213244744,8.918797278068435,2.705263157894737e-05,64,"[600, 300]",10,tanh,sgd,False
11,2.5407899258271702,2.487273644726232,2.476245484441659,2.705263157894737e-05,64,"[600, 300]",10,sigmoid,sgd,False
12,3.5419814361716218,2.808085501194,2.6732998241281285,2.705263157894737e-05,64,"[1000, 500, 250]",10,relu,sgd,True
13,9.980270466714536,8.91615296309849,9.428862800060864,2.705263157894737e-05,64,"[1000, 500, 250]",10,tanh,sgd,False
14,2.530332324639806,2.465685927642966,2.489864068971553,2.705263157894737e-05,64,"[1000, 500, 250]",10,sigmoid,sgd,False
15,4.662624226426178,3.142616103280265,3.141937099152328,2.705263157894737e-05,64,"[600, 300, 150]",10,relu,sgd,True
16,9.927574553579657,8.988423253005406,9.444686997104698,2.705263157894737e-05,64,"[600, 300, 150]",10,tanh,sgd,False
17,2.5993307469026097,2.485047658659377,2.5194740429730484,2.705263157894737e-05,64,"[600, 300, 150]",10,sigmoid,sgd,False
18,5.601846380053826,4.399236944486511,3.795661176314376,2.705263157894737e-05,64,"[1000, 500, 250, 100]",10,relu,sgd,True
19,10.039951747318485,9.057208879938663,9.612233175358302,2.705263157894737e-05,64,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,2.7435984341603405,2.485209867639361,2.5804270768949125,2.705263157894737e-05,64,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,7.57532302388605,6.518506765365601,5.658619307576211,2.705263157894737e-05,64,"[600, 300, 150, 50]",10,relu,sgd,True
22,10.339779466952915,9.572284680492473,9.751663463216431,2.705263157894737e-05,64,"[600, 300, 150, 50]",10,tanh,sgd,False
23,3.9427088139192112,2.534447468676657,2.7494184377607604,2.705263157894737e-05,64,"[600, 300, 150, 50]",10,sigmoid,sgd,False
