,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,2.9339271508730373,2.7498704286722035,2.504128025128291,6.873684210526315e-05,512,[1000],10,relu,sgd,False
1,10.366366753211388,9.3774078809298,9.715996118692251,6.873684210526315e-05,512,[1000],10,tanh,sgd,False
2,2.7274998884934645,2.566875549463125,2.5666877764921923,6.873684210526315e-05,512,[1000],10,sigmoid,sgd,False
3,3.233985955898578,2.774227600831252,2.4877747939183164,6.873684210526315e-05,512,[600],10,relu,sgd,False
4,10.442157965440016,9.765426342303936,10.005210106189434,6.873684210526315e-05,512,[600],10,tanh,sgd,False
5,2.719157163913433,2.5478337544661303,2.5609073363817654,6.873684210526315e-05,512,[600],10,sigmoid,sgd,False
6,5.207590946784387,4.8256061260516825,3.73727849813608,6.873684210526315e-05,512,"[1000, 500]",10,relu,sgd,True
7,10.498549461364746,10.073576780465933,10.356568409846378,6.873684210526315e-05,512,"[1000, 500]",10,tanh,sgd,False
8,2.7520723893092227,2.550621931369488,2.5960878959068885,6.873684210526315e-05,512,"[1000, 500]",10,sigmoid,sgd,False
9,5.866147408118615,5.597957280965952,4.318022333658659,6.873684210526315e-05,512,"[600, 300]",10,relu,sgd,True
10,10.601941915658804,10.244461573087252,10.431394320267897,6.873684210526315e-05,512,"[600, 300]",10,tanh,sgd,False
11,2.8964485938732443,2.5798090054438663,2.647667270440322,6.873684210526315e-05,512,"[600, 300]",10,sigmoid,sgd,False
12,7.445795756119948,7.128221181722788,5.418631205191979,6.873684210526315e-05,512,"[1000, 500, 250]",10,relu,sgd,True
13,10.608689821683445,10.279964520381046,10.450145391317514,6.873684210526315e-05,512,"[1000, 500, 250]",10,tanh,sgd,False
14,3.001048968388484,2.6238590753995457,2.7226370848142185,6.873684210526315e-05,512,"[1000, 500, 250]",10,sigmoid,sgd,False
15,8.214012402754564,7.667140043698824,6.42497706413269,6.873684210526315e-05,512,"[600, 300, 150]",10,relu,sgd,True
16,10.647243059598482,10.356821647057169,10.523133167853722,6.873684210526315e-05,512,"[600, 300, 150]",10,tanh,sgd,False
17,4.521184591146616,2.842825009272649,2.9247761506300707,6.873684210526315e-05,512,"[600, 300, 150]",10,sigmoid,sgd,False
18,9.19447422027588,8.013319859137901,6.73825636276832,6.873684210526315e-05,512,"[1000, 500, 250, 100]",10,relu,sgd,True
19,10.723508834838867,10.45007404914269,10.579353662637564,6.873684210526315e-05,512,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,6.534203235919659,3.4088860291701097,3.548941208766057,6.873684210526315e-05,512,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,10.000270403348482,8.965299606323242,8.047194921053373,6.873684210526315e-05,512,"[600, 300, 150, 50]",10,relu,sgd,False
22,10.619743787325346,10.415218720069298,10.422152996063232,6.873684210526315e-05,512,"[600, 300, 150, 50]",10,tanh,sgd,False
23,8.355549372159517,6.003589740166297,6.135128828195425,6.873684210526315e-05,512,"[600, 300, 150, 50]",10,sigmoid,sgd,False
24,9.820843916672926,8.688947897690992,7.628754670803364,6.873684210526315e-05,512,"[1000, 500, 250, 100, 50]",10,relu,sgd,False
25,10.809957577632025,10.58845043182373,10.66033854851356,6.873684210526315e-05,512,"[1000, 500, 250, 100, 50]",10,tanh,sgd,False
26,8.279506646669828,5.930519837599534,6.049323943945078,6.873684210526315e-05,512,"[1000, 500, 250, 100, 50]",10,sigmoid,sgd,False
27,10.539157427274263,10.094536341153658,9.803031114431528,6.873684210526315e-05,512,"[600, 300, 150, 50, 20]",10,relu,sgd,False
28,10.562603436983547,10.342356828542856,10.447058787712685,6.873684210526315e-05,512,"[600, 300, 150, 50, 20]",10,tanh,sgd,False
29,10.532710955693172,9.48385708148663,9.556193828582764,6.873684210526315e-05,512,"[600, 300, 150, 50, 20]",10,sigmoid,sgd,False
30,10.32167830834022,9.832234309269833,9.469507144047665,6.873684210526315e-05,512,"[1000, 500, 250, 150, 50, 20]",10,relu,sgd,False
31,10.634751246525692,10.440366744995115,10.424580794114332,6.873684210526315e-05,512,"[1000, 500, 250, 150, 50, 20]",10,tanh,sgd,False
32,9.391183559711164,8.351801578815166,8.418393575228178,6.873684210526315e-05,512,"[1000, 500, 250, 150, 50, 20]",10,sigmoid,sgd,False
33,10.576911926269531,10.042625940763031,9.694280294271616,6.873684210526315e-05,512,"[600, 300, 150, 100, 50, 20]",10,relu,sgd,False
34,10.81199183830848,10.617588630089394,10.659225904024565,6.873684210526315e-05,512,"[600, 300, 150, 100, 50, 20]",10,tanh,sgd,False
