,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping
0,2.761074704943963,3.324678227586566,2.422036001142466,5.831578947368421e-05,128,[1000],10,relu,sgd,False
1,8.580292242877888,5.912418437453936,7.521773032422335,5.831578947368421e-05,128,[1000],10,tanh,sgd,False
2,2.5394934753202043,2.4776855594706984,2.44939273033502,5.831578947368421e-05,128,[1000],10,sigmoid,sgd,False
3,2.779980614500226,3.1700521595073194,2.417044166124092,5.831578947368421e-05,128,[600],10,relu,sgd,False
4,8.969175176800421,6.596066933757854,7.484749024769045,5.831578947368421e-05,128,[600],10,tanh,sgd,False
5,2.542531152941146,2.486327693147479,2.450759188184198,5.831578947368421e-05,128,[600],10,sigmoid,sgd,False
6,2.778038501739502,2.5792086529281906,2.434111480442983,5.831578947368421e-05,128,"[1000, 500]",10,relu,sgd,False
7,9.446114288186129,7.557358768751037,8.518411690334105,5.831578947368421e-05,128,"[1000, 500]",10,tanh,sgd,False
8,2.515080649897737,2.4884251558555746,2.4584107398986816,5.831578947368421e-05,128,"[1000, 500]",10,sigmoid,sgd,False
9,2.84326508360089,2.806877757018467,2.4655935696835787,5.831578947368421e-05,128,"[600, 300]",10,relu,sgd,False
10,9.728238807534272,7.951220620353267,8.703633236435225,5.831578947368421e-05,128,"[600, 300]",10,tanh,sgd,False
11,2.535291356860467,2.49148731411628,2.462919777294375,5.831578947368421e-05,128,"[600, 300]",10,sigmoid,sgd,False
12,2.9305979395812414,2.5587192661357374,2.5017082365054004,5.831578947368421e-05,128,"[1000, 500, 250]",10,relu,sgd,False
13,9.713997570973522,8.43990406900082,9.179306210211989,5.831578947368421e-05,128,"[1000, 500, 250]",10,tanh,sgd,False
14,2.5493044560810305,2.496531259338811,2.496000348397021,5.831578947368421e-05,128,"[1000, 500, 250]",10,sigmoid,sgd,False
15,4.064801076673112,3.1547346474989406,2.9475408792495728,5.831578947368421e-05,128,"[600, 300, 150]",10,relu,sgd,True
16,9.924548077133467,8.82619181219137,9.356848725732767,5.831578947368421e-05,128,"[600, 300, 150]",10,tanh,sgd,False
17,2.600748084626108,2.486147871557272,2.5192666526110665,5.831578947368421e-05,128,"[600, 300, 150]",10,sigmoid,sgd,False
18,4.797361895723163,4.119591883893283,3.447237882974013,5.831578947368421e-05,128,"[1000, 500, 250, 100]",10,relu,sgd,True
19,10.25205074166352,9.297666927553571,9.558500847726496,5.831578947368421e-05,128,"[1000, 500, 250, 100]",10,tanh,sgd,False
20,2.655544550913685,2.495004653930664,2.551245142828744,5.831578947368421e-05,128,"[1000, 500, 250, 100]",10,sigmoid,sgd,False
21,6.548831426872398,5.492303182493965,5.142707505316104,5.831578947368421e-05,128,"[600, 300, 150, 50]",10,relu,sgd,True
22,10.020811260871168,9.056611564924133,9.404247463874096,5.831578947368421e-05,128,"[600, 300, 150, 50]",10,tanh,sgd,False
23,3.834182383879176,2.510271319803202,2.709329517382496,5.831578947368421e-05,128,"[600, 300, 150, 50]",10,sigmoid,sgd,False
24,7.588946180523567,6.350673009764473,5.546910650325271,5.831578947368421e-05,128,"[1000, 500, 250, 100, 50]",10,relu,sgd,True
25,10.237012053435704,9.271374342576513,9.59128521973232,5.831578947368421e-05,128,"[1000, 500, 250, 100, 50]",10,tanh,sgd,False
26,3.708930231490225,2.562595902748828,2.7902159600887657,5.831578947368421e-05,128,"[1000, 500, 250, 100, 50]",10,sigmoid,sgd,False
27,8.89384314698993,7.663726977582248,6.902593144830668,5.831578947368421e-05,128,"[600, 300, 150, 50, 20]",10,relu,sgd,True
28,10.200793932069022,9.328483455585983,9.525088688112657,5.831578947368421e-05,128,"[600, 300, 150, 50, 20]",10,tanh,sgd,False
29,7.219040465804766,3.87413279065546,4.157675081828855,5.831578947368421e-05,128,"[600, 300, 150, 50, 20]",10,sigmoid,sgd,False
30,8.669305909354732,4.666641865136488,4.594930905216145,5.831578947368421e-05,128,"[1000, 500, 250, 150, 50, 20]",10,relu,sgd,False
31,10.225832579270849,9.320357322692873,9.524802603811588,5.831578947368421e-05,128,"[1000, 500, 250, 150, 50, 20]",10,tanh,sgd,False
32,7.012226347653371,3.843675226535437,4.063860414163122,5.831578947368421e-05,128,"[1000, 500, 250, 150, 50, 20]",10,sigmoid,sgd,False
33,8.727812191225448,4.899501098776764,4.8628347819706175,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20]",10,relu,sgd,False
34,10.33158478646908,9.71086991508052,9.636381968012396,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20]",10,tanh,sgd,False
35,7.186087356423432,3.929517282629913,4.158003543907741,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20]",10,sigmoid,sgd,False
36,8.70696319724029,6.627663792304273,6.042432384670906,5.831578947368421e-05,128,"[1000, 500, 250, 150, 100, 50, 20]",10,relu,sgd,True
37,10.248101702276266,9.46057783882573,9.576467253127188,5.831578947368421e-05,128,"[1000, 500, 250, 150, 100, 50, 20]",10,tanh,sgd,False
38,7.555658691334274,4.098178548632927,4.375568767763534,5.831578947368421e-05,128,"[1000, 500, 250, 150, 100, 50, 20]",10,sigmoid,sgd,False
39,10.093636512756348,8.801112345929416,8.23441640835888,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20, 10]",10,relu,sgd,False
40,10.450901481340516,9.813505532606593,9.729388911769076,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20, 10]",10,tanh,sgd,False
41,8.259416319289297,5.9073038191165566,6.086033389253436,5.831578947368421e-05,128,"[600, 300, 150, 100, 50, 20, 10]",10,sigmoid,sgd,False
42,2.795611317341144,2.913937073487502,2.44320344025234,5.831578947368421e-05,256,[1000],10,relu,sgd,False
43,9.824426687680758,7.873673934202928,8.431226964266795,5.831578947368421e-05,256,[1000],10,tanh,sgd,False
44,2.6416043501633863,2.495889122669513,2.490650271469692,5.831578947368421e-05,256,[1000],10,sigmoid,sgd,False
